13000000000,f8fdc0463a9541ee806b5bd35e97ae47
13000000001,bda9de2ddde94a19a19114a244c72c95
13000000002,a0aff9f283604e6485d3f795e1ca1dde
13000000003,6e04c479288d4d5fabb763dcd8df7698
13000000004,00af7ef648f442749b923bb2855d7622
13000000005,080c39fc78ec42448f02c6c6129a665d
13000000006,8849e60d79284070a3c00e4d11c18926
13000000007,5a58e7c57929459ca8af49b6b3f54359
13000000008,ba91b11459f648048cffa15d96b7570b
13000000009,f6aaf3e26ee74b1e8e16b9960e76de4f
13000000010,2e341a0edeb74770a860644438d78218
13000000011,b81357023c594d70b47161c85ff2f847
13000000012,f47da98c8e264ac697a42d44fa9abc83
13000000013,0a2d2c84325044cea3732b1cdbbc25bf
13000000014,03021f586c6d4fc39ac797ded03ab050
13000000015,4deb30a2ffe64ff8a383257442231dac
13000000016,5984bbb6174f4f2a8da9f8bc5241fca6
13000000017,56258e4865254115b9968133e172b7df
13000000018,52133c920b8d4c63acd2aea6d4318934
13000000019,6fca095527d040cfa3ac4ae96a2a938d
13000000020,0af002a25ac24d9594e1ace9afd66635
13000000021,b5f9910494f94e4db3109945f6e7483a
13000000022,3a7286e645f543f4816248dcdf44dbb6
13000000023,9eeb9d068c264af8a52a367ae2e18fb6
13000000024,cb8c82aaeed74ccda0370f3c427e371d
13000000025,72485103d7c9438d8c8e20ac2914299e
13000000026,baa16e8e29e8482e8f782901aa8cc558
13000000027,d10cf023eb524f1da816f13006143652
13000000028,9bd1e81a6ae74a55b75a14825eb475ac
13000000029,2920eadfd3b9411c917a3adc3b7a8e5f
13000000030,f52af183e16d4fef9f5a905b998a271d
13000000031,4174fb75ae1344b6ac356b10de2808ed
13000000032,0dc1134ab603416a8f7f9be6054b47c0
13000000033,11096860ecef4ec2b6219697cb98f057
13000000034,72670241dc98430d89f156f0ba2039a8
13000000035,945787d07aa644bcae5ab53a4b004229
13000000036,5b4a0d7cb26447d78c470c022f95bd0a
13000000037,b8ddbb2cb45348cfadbaed5313313077
13000000038,48dd79d9ae834397a07a2730fdf0998c
13000000039,b75cdec9b2374df09bb269d3880759a8
13000000040,59d0e4c1666345538d0a2362fe468ecd
13000000041,342baea86c0d4fee85515a7e60bf280e
13000000042,bcd9c0856a764556ab546ccfff2988db
13000000043,5102a0d513e745d7b42bbd302f282113
13000000044,3fc1d7a3e30e41779d11d5d1f3b5f9ca
13000000045,84e87ce77d49432095f3147b989a3fb2
13000000046,fedc02363d9c432cb66b08d4b0466f3d
13000000047,3f99ee5d13d04b09b2d1c02c618fc60c
13000000048,43f584949f6c43c5a0156b37d39cdb53
13000000049,30e55b8540474995bf365008a70edbf4
13000000050,b1395100182e4aee8b13d417daa4b421
13000000051,0b4d1183ce714c769577cdeb01125724
13000000052,1d4f051a7cbc43feaf0360a7904445e3
13000000053,22436d5c566849ed9ce72b37f78683ea
13000000054,4d26d4eb32bb422baf6b5f2d4a551f7b
13000000055,b2c29880429b46e0bec21242642e3fdd
13000000056,c5afdb27022d4792a30d7507014a9871
13000000057,89705f6ca98d46ffb47f9712ea714da0
13000000058,6a145fe85f9440bd9d4f8afcf89b970f
13000000059,2c658b904125460db08b2b4028529407
13000000060,fa8dd280cb21430096ae9440e25888d3
13000000061,535b363d7f344c8a99f1e4f3ad7914b8
13000000062,b19a6af5345f49129e61f1b0fd41cb53
13000000063,a3ecbcdce18a4e7d98c7b46e00c86a21
13000000064,eb28f06740144a8798f128cda0e554bf
13000000065,e7d014c1b7c241229e515e8bb2170118
13000000066,7f65487c26ca44a2af602945f77f1bb5
13000000067,b75f97ef540b40febcb438fd1bec78d7
13000000068,6176aee2ed46491db3d3819061f42e33
13000000069,0cc1873c170643cb8b0f481f13b7e20e
13000000070,e25ca98269e647a8beb7e4d0aebc1a82
13000000071,d9ca10c8a96341c68208729fc75d79bb
13000000072,417ac1553eda48c680b2a4e9fa0dc2d5
13000000073,23eebb2bea32410ea48a2b905770ce8e
13000000074,469f7f02a4534bac81099c23fe33681f
